,show_number,air_date,round,category_title,value,data_q,data_a,classes,combined,filtered_sentence
270,4931,2/6/2006,Double Jeopardy!,AT THE MALL,$400 ,"""Found """"just what I needed"""" at this """"City"""""," an electronics store""",Circuit City,organizations,organizations
271,4931,2/6/2006,Double Jeopardy!,FROM THE GREEK,$400 ,The name of this color comes from the Greek word porphyra,purple,language,FROM THE GREEK The name of this color comes from the Greek word porphyra purple,greek name color comes greek word porphyra purple
272,4931,2/6/2006,Double Jeopardy!,NOT A CURRENT NATIONAL CAPITAL,$800 ,"Istanbul, Ottawa, Amman",Istanbul,geography,"NOT A CURRENT NATIONAL CAPITAL Istanbul, Ottawa, Amman Istanbul","current national capital istanbul, ottawa, amman istanbul"
273,4931,2/6/2006,Double Jeopardy!,U.S. WINTER OLYMPIANS,$800 ,"""(<a href=""""http://www.j-archive.com/media/2006-02-06_DJ_23.jpg"""" target=""""_blank"""">Jimmy of the Clue Crew puts some lines on the ice in the Olympic Oval rink at Park City", UT.</a>) In 1998," <a href=""""http://www.j-archive.com/media/2006-02-06_DJ_23a.jpg"""" target=""""_blank"""">this U.S. skater</a> was 2nd at Nagano; in 2002"," she was 3rd here in Utah"""," 3rd utah"""
274,4931,2/6/2006,Double Jeopardy!,SCIENCE,$800 ,"The largest tree, the General Sherman in California, is this type, also called a Sierra Redwood",a sequoia,nature,"SCIENCE The largest tree, the General Sherman in California, is this type, also called a Sierra Redwood a sequoia","science largest tree, general sherman california, type, also called sierra redwood sequoia"
275,4931,2/6/2006,Double Jeopardy!,WORDS OF THE WRITER,$800 ,"""""""Take thy beak from out my heart"," and take thy form from off my door!""""""",Edgar Allan Poe,literature,literature
276,4931,2/6/2006,Double Jeopardy!,AT THE MALL,$800 ,SKX is the stock symbol for this manufacturer of sporty shoes,Skechers,organizations,AT THE MALL SKX is the stock symbol for this manufacturer of sporty shoes Skechers,mall skx stock symbol manufacturer sporty shoes skechers
277,4931,2/6/2006,Double Jeopardy!,FROM THE GREEK,"$1,000 ","""A bowl-shaped depression, as from the impact of a meteorite, it's from the Greek for """"mixing bowl""""""",crater,language,"""FROM THE GREEK A bowl-shaped depression, as from the impact of a meteorite, it's from the Greek for """"mixing bowl"""" crater""","""from greek bowl-shaped depression, impact meteorite, greek """"mixing bowl"""" crater"""
278,4931,2/6/2006,Double Jeopardy!,NOT A CURRENT NATIONAL CAPITAL,"$1,200 ","Sofia, Sarajevo, Saigon",Saigon,geography,"NOT A CURRENT NATIONAL CAPITAL Sofia, Sarajevo, Saigon Saigon","current national capital sofia, sarajevo, saigon saigon"
279,4931,2/6/2006,Double Jeopardy!,U.S. WINTER OLYMPIANS,"$1,200 ","Life has its ups & downs for Travis Mayer, a 2002 medalist in the event named for these little hills on the slopes",moguls,language,"U.S. WINTER OLYMPIANS Life has its ups & downs for Travis Mayer, a 2002 medalist in the event named for these little hills on the slopes moguls","u.s. winter olympians life ups & downs travis mayer, 2002 medalist event named little hills slopes moguls"
280,4931,2/6/2006,Double Jeopardy!,SCIENCE,"$1,200 ","""(<a href=""""http://www.j-archive.com/media/2006-02-06_DJ_13.jpg"""" target=""""_blank"""">Sarah of the Clue Crew reads from the pole vault at Duke University's track in Durham", NC.</a>) In bending an elastic solid," stress is the force causing deformation & this is the 6-letter term for <a href=""""http://www.j-archive.com/media/2006-02-06_DJ_13a.jpg"""" target=""""_blank"""">the deformation</a>""",strain,strain
281,4931,2/6/2006,Double Jeopardy!,WORDS OF THE WRITER,"$1,500 ","""""""'Do all lawyers defend n-negroes", Atticus?' 'Of course they do," Scout'""""""",Harper Lee,harper lee
282,4931,2/6/2006,Double Jeopardy!,AT THE MALL,"$1,200 ","""This """"Urban"""" store is the parent company of Anthropologie""",Urban Outfitters,organizations,"""AT THE MALL This """"Urban"""" store is the parent company of Anthropologie Urban Outfitters""","""at mall """"urban"""" store parent company anthropologie urban outfitters"""
283,4931,2/6/2006,Double Jeopardy!,FROM THE GREEK,"$1,200 ","""From the Greek for """"false name"""""," it's a fictitious name used by an author""",a pseudonym,language,language
284,4931,2/6/2006,Double Jeopardy!,NOT A CURRENT NATIONAL CAPITAL,"$1,600 ","Bucharest, Bonn, Bern",Bonn,geography,"NOT A CURRENT NATIONAL CAPITAL Bucharest, Bonn, Bern Bonn","current national capital bucharest, bonn, bern bonn"
285,4931,2/6/2006,Double Jeopardy!,U.S. WINTER OLYMPIANS,"$1,600 ",In 2002 Vonetta Flowers & Jill Bakken won gold in the 2-woman version of this high-speed sport,the bobsled,sports,U.S. WINTER OLYMPIANS In 2002 Vonetta Flowers & Jill Bakken won gold in the 2-woman version of this high-speed sport the bobsled,u.s. winter olympians 2002 vonetta flowers & jill bakken won gold 2-woman version high-speed sport bobsled
286,4931,2/6/2006,Double Jeopardy!,SCIENCE,"$1,600 ",6 elements once known as inert gases are now known by this aristocratic name,noble gases,science,SCIENCE 6 elements once known as inert gases are now known by this aristocratic name noble gases,science 6 elements known inert gases known aristocratic name noble gases
287,4931,2/6/2006,Double Jeopardy!,WORDS OF THE WRITER,"$1,600 ","""""""For never man had a more faithful", loving, sincere servant," than Friday was to me"""""""," friday me"""""""
288,4931,2/6/2006,Double Jeopardy!,AT THE MALL,"$1,600 ","""This bookstore chain is named for its """"edgy"""" founders"," brothers Tom & Louis""",Borders,organizations,organizations
289,4931,2/6/2006,Double Jeopardy!,FROM THE GREEK,"$1,600 ","""(<a href=""""http://www.j-archive.com/media/2006-02-06_DJ_04.jpg"""" target=""""_blank"""">Jon of the Clue Crew paddles his kayak.</a>) Kayak is an example of this type of reversible word from the Greek for """"running back again""""""",a palindrome,language,"""FROM THE GREEK (<a href=""""http://www.j-archive.com/media/2006-02-06_DJ_04.jpg"""" target=""""_blank"""">Jon of the Clue Crew paddles his kayak.</a>) Kayak is an example of this type of reversible word from the Greek for """"running back again"""" a palindrome""","""from greek (<a href=""""http://www.j-archive.com/media/2006-02-06_dj_04.jpg"""" target=""""_blank"""">jon clue crew paddles kayak.</a>) kayak example type reversible word greek """"running back again"""" palindrome"""
290,4931,2/6/2006,Double Jeopardy!,NOT A CURRENT NATIONAL CAPITAL,"$2,000 ","Belize City, Guatemala City, Panama City",Belize City,geography,"NOT A CURRENT NATIONAL CAPITAL Belize City, Guatemala City, Panama City Belize City","current national capital belize city, guatemala city, panama city belize city"
291,4931,2/6/2006,Double Jeopardy!,U.S. WINTER OLYMPIANS,"$2,000 ","""His """"Bode"""" of work includes 2 Alpine skiing silver medals in 2002""",Bode Miller,people,"""U.S. WINTER OLYMPIANS His """"Bode"""" of work includes 2 Alpine skiing silver medals in 2002 Bode Miller""","""u.s. winter olympians """"bode"""" work includes 2 alpine skiing silver medals 2002 bode miller"""
292,4931,2/6/2006,Double Jeopardy!,SCIENCE,"$2,000 ","""(<a href=""""http://www.j-archive.com/media/2006-02-06_DJ_15.wmv"""">A honey-colored retriever named Max tries to lick Cheryl of the Clue Crew as she pets him at NC State University in Raleigh", NC.</a>) Veterinarians refer to this area of an animal's body as the posterior or this region," from the Latin for """"the tail""""""",the caudal region,caudal region
293,4931,2/6/2006,Double Jeopardy!,WORDS OF THE WRITER,"$2,000 ","""""""'...Why look'st thou so?'--'With my crossbow I shot the albatross'""""""",Samuel Taylor Coleridge,literature,"""WORDS OF THE WRITER """"'...Why look'st thou so?'--'With my crossbow I shot the albatross'"""" Samuel Taylor Coleridge""","""words writer """"'...why look'st thou so?'--'with crossbow shot albatross'"""" samuel taylor coleridge"""
294,4931,2/6/2006,Double Jeopardy!,AT THE MALL,"$2,000 ","""The name of this clothing store for teens is French for """"airmail""""""",A?????ropostale,organizations,"""AT THE MALL The name of this clothing store for teens is French for """"airmail"""" A?????ropostale""","""at mall name clothing store teens french """"airmail"""" a?????ropostale"""
295,4931,2/6/2006,Double Jeopardy!,FROM THE GREEK,"$2,000 ",It's an outline of the contents of a course or curriculum,a syllabus,language,FROM THE GREEK It's an outline of the contents of a course or curriculum a syllabus,greek outline contents course curriculum syllabus
296,4931,2/6/2006,Final Jeopardy!,FAMOUS SHIPS,None,"On December 27, 1831 it departed Plymouth, England to map the coastline of South America",the HMS Beagle,history,"FAMOUS SHIPS On December 27, 1831 it departed Plymouth, England to map the coastline of South America the HMS Beagle","famous ships december 27, 1831 departed plymouth, england map coastline south america hms beagle"
297,5690,5/8/2009,Jeopardy!,OLD FOLKS IN THEIR 30s,$200 ,goop.com is a lifestyles website from this Oscar-winning actress; the g & p represent her initials,Gwyneth Paltrow,people,OLD FOLKS IN THEIR 30s goop.com is a lifestyles website from this Oscar-winning actress; the g & p represent her initials Gwyneth Paltrow,old folks 30s goop.com lifestyles website oscar-winning actress; g & p represent initials gwyneth paltrow
298,5690,5/8/2009,Jeopardy!,MOVIES & TV,$200 ,"""On March 19, 2009 he said, """"I'm excited and honored to introduce my first guest... Barack Obama""""""",Jay Leno,people,"""MOVIES & TV On March 19, 2009 he said, """"I'm excited and honored to introduce my first guest... Barack Obama"""" Jay Leno""","""movies & tv march 19, 2009 said, """"i'm excited honored introduce first guest... barack obama"""" jay leno"""
299,5690,5/8/2009,Jeopardy!,A STATE OF COLLEGE-NESS,$200 ,"Baylor, Stephen F. Austin, Rice",Texas,geography,"A STATE OF COLLEGE-NESS Baylor, Stephen F. Austin, Rice Texas","state college-ness baylor, stephen f. austin, rice texas"
300,5690,5/8/2009,Jeopardy!,ANIMAL COLLECTIVE,$200 ,Synonym for dignity that's the term for a group of lions,a pride,language,ANIMAL COLLECTIVE Synonym for dignity that's the term for a group of lions a pride,animal collective synonym dignity term group lions pride
301,5690,5/8/2009,Jeopardy!,I'D RATHER BE SKIING,$200 ,"If you're a beginner, you might hippity-hop over to this smaller, gentler slope",a bunny hill,sports,"I'D RATHER BE SKIING If you're a beginner, you might hippity-hop over to this smaller, gentler slope a bunny hill","rather skiing beginner, might hippity-hop smaller, gentler slope bunny hill"
302,5690,5/8/2009,Jeopardy!,PARLEZ VOUS?,$200 ,"""If your mate from Marseilles says he's getting to LAX via """"Sud-Ouest"""""," pick him up at this carrier""",Southwest,organizations,organizations
303,5690,5/8/2009,Jeopardy!,OLD FOLKS IN THEIR 30s,$400 ,In 2008 David Gregory became moderator of this NBC Sunday morning news show,Meet the Press,entertainment,OLD FOLKS IN THEIR 30s In 2008 David Gregory became moderator of this NBC Sunday morning news show Meet the Press,old folks 30s 2008 david gregory became moderator nbc sunday morning news show meet press
304,5690,5/8/2009,Jeopardy!,MOVIES & TV,$400 ,"""Time magazine said this 2003 Pixar film was """"the ultimate fish-out-of-water story""""""",Finding Nemo,entertainment,"""MOVIES & TV Time magazine said this 2003 Pixar film was """"the ultimate fish-out-of-water story"""" Finding Nemo""","""movies & tv time magazine said 2003 pixar film """"the ultimate fish-out-of-water story"""" finding nemo"""
305,5690,5/8/2009,Jeopardy!,A STATE OF COLLEGE-NESS,$400 ,"Antioch, Bowling Green, Kent State",Ohio,geography,"A STATE OF COLLEGE-NESS Antioch, Bowling Green, Kent State Ohio","state college-ness antioch, bowling green, kent state ohio"
306,5690,5/8/2009,Jeopardy!,ANIMAL COLLECTIVE,$400 ,"Like peas, whales & seals are in groups called these",pods,language,"ANIMAL COLLECTIVE Like peas, whales & seals are in groups called these pods","animal collective like peas, whales & seals groups called pods"
307,5690,5/8/2009,Jeopardy!,I'D RATHER BE SKIING,$400 ,"Something you'd sprinkle on after a shower, it's also the term for soft, dry, freshly fallen snow",powder,language,"I'D RATHER BE SKIING Something you'd sprinkle on after a shower, it's also the term for soft, dry, freshly fallen snow powder","rather skiing something sprinkle shower, also term soft, dry, freshly fallen snow powder"
308,5690,5/8/2009,Jeopardy!,PARLEZ VOUS?,$400 ,"Duck, duck, l'oie; (l'oie of course referring to this other feathered friend)",a goose,language,"PARLEZ VOUS? Duck, duck, l'oie; (l'oie of course referring to this other feathered friend) a goose","parlez vous? duck, duck, l'oie; (l'oie course referring feathered friend) goose"
309,5690,5/8/2009,Jeopardy!,OLD FOLKS IN THEIR 30s,$600 ,Linus Torvalds is the father of this operating system used on cell phones & supercomputers,Linux,science,OLD FOLKS IN THEIR 30s Linus Torvalds is the father of this operating system used on cell phones & supercomputers Linux,old folks 30s linus torvalds father operating system used cell phones & supercomputers linux
310,5690,5/8/2009,Jeopardy!,MOVIES & TV,$600 ,"""Of his dialogue, this Han Solo actor said, """"You can type this (stuff)", George," but you sure can't say it""""""",Harrison Ford,harrison ford
311,5690,5/8/2009,Jeopardy!,A STATE OF COLLEGE-NESS,$600 ,"DePaul, Wheaton, Northwestern",Illinois,geography,"A STATE OF COLLEGE-NESS DePaul, Wheaton, Northwestern Illinois","state college-ness depaul, wheaton, northwestern illinois"
312,5690,5/8/2009,Jeopardy!,ANIMAL COLLECTIVE,$600 ,A crash is a group of these large horned mammals,rhinoceroses,nature,ANIMAL COLLECTIVE A crash is a group of these large horned mammals rhinoceroses,animal collective crash group large horned mammals rhinoceroses
313,5690,5/8/2009,Jeopardy!,I'D RATHER BE SKIING,$600 ,"In California, a premier spot for skiing is this resort area that shares its name with a prehistoric elephant",Mammoth,culture,"I'D RATHER BE SKIING In California, a premier spot for skiing is this resort area that shares its name with a prehistoric elephant Mammoth","rather skiing california, premier spot skiing resort area shares name prehistoric elephant mammoth"
314,5690,5/8/2009,Jeopardy!,PARLEZ VOUS?,$600 ,"""""""Je ne sais pas"""" means this"," but you still get credit if you phrase it in the form of a question""","""""""I don't know""""""",language,language
315,5690,5/8/2009,Jeopardy!,OLD FOLKS IN THEIR 30s,$800 ,"The district of conservative rep. Patrick McHenry in this state includes Mooresville, a home of NASCAR",North Carolina,culture,"OLD FOLKS IN THEIR 30s The district of conservative rep. Patrick McHenry in this state includes Mooresville, a home of NASCAR North Carolina","old folks 30s district conservative rep. patrick mchenry state includes mooresville, home nascar north carolina"
316,5690,5/8/2009,Jeopardy!,MOVIES & TV,$800 ,"""Tim Robbins played a public TV newsman in """"Anchorman: The Legend of"""" him""",Ron Burgundy,people,"""MOVIES & TV Tim Robbins played a public TV newsman in """"Anchorman: The Legend of"""" him Ron Burgundy""","""movies & tv tim robbins played public tv newsman """"anchorman: legend of"""" ron burgundy"""
317,5690,5/8/2009,Jeopardy!,A STATE OF COLLEGE-NESS,$800 ,"Wayne State, Kalamazoo College, Madonna University (it's Franciscan Catholic, not Material Girl)",Michigan,geography,"A STATE OF COLLEGE-NESS Wayne State, Kalamazoo College, Madonna University (it's Franciscan Catholic, not Material Girl) Michigan","state college-ness wayne state, kalamazoo college, madonna university (it's franciscan catholic, material girl) michigan"
318,5690,5/8/2009,Jeopardy!,ANIMAL COLLECTIVE,$800 ,"It can be a pack of dogs, or a place to board them",a kennel,language,"ANIMAL COLLECTIVE It can be a pack of dogs, or a place to board them a kennel","animal collective pack dogs, place board kennel"
319,5690,5/8/2009,Jeopardy!,I'D RATHER BE SKIING,"$1,200 ",In this type of race you have to zigzag between flags or other obstacles in proper order,a slalom,sports,I'D RATHER BE SKIING In this type of race you have to zigzag between flags or other obstacles in proper order a slalom,rather skiing type race zigzag flags obstacles proper order slalom
320,5690,5/8/2009,Jeopardy!,PARLEZ VOUS?,$800 ,"""When mom tells you to do something """"Maintenant!"""""," she means this""",now,language,language
321,5690,5/8/2009,Jeopardy!,OLD FOLKS IN THEIR 30s,"$1,000 ",Elon Musk is now making rockets & electric cars; before that he co-founded & sold this electronic payment system,PayPal,organizations,OLD FOLKS IN THEIR 30s Elon Musk is now making rockets & electric cars; before that he co-founded & sold this electronic payment system PayPal,old folks 30s elon musk making rockets & electric cars; co-founded & sold electronic payment system paypal
322,5690,5/8/2009,Jeopardy!,MOVIES & TV,"$1,000 ","We were frakkin' sad when this sci fi show had its series finale on March 20, 2009",Battlestar Galactica,entertainment,"MOVIES & TV We were frakkin' sad when this sci fi show had its series finale on March 20, 2009 Battlestar Galactica","movies & tv frakkin' sad sci fi show series finale march 20, 2009 battlestar galactica"
323,5690,5/8/2009,Jeopardy!,A STATE OF COLLEGE-NESS,"$1,000 ","Grambling, McNeese State, Southern",Louisiana,geography,"A STATE OF COLLEGE-NESS Grambling, McNeese State, Southern Louisiana","state college-ness grambling, mcneese state, southern louisiana"
324,5690,5/8/2009,Jeopardy!,ANIMAL COLLECTIVE,"$1,000 ",A flock of these black birds is called a murder,crows,language,ANIMAL COLLECTIVE A flock of these black birds is called a murder crows,animal collective flock black birds called murder crows
325,5690,5/8/2009,Jeopardy!,I'D RATHER BE SKIING,"$1,000 ","Bumps or mounds of snow that accumulate on a slope are called these, like some very wealthy & powerful people",moguls,language,"I'D RATHER BE SKIING Bumps or mounds of snow that accumulate on a slope are called these, like some very wealthy & powerful people moguls","rather skiing bumps mounds snow accumulate slope called these, like wealthy & powerful people moguls"
326,5690,5/8/2009,Jeopardy!,PARLEZ VOUS?,"$1,000 ","""""""Huitieme"""" is French for this ordinal number""",eighth,language,"""PARLEZ VOUS? """"Huitieme"""" is French for this ordinal number eighth""","""parlez vous? """"huitieme"""" french ordinal number eighth"""
327,5690,5/8/2009,Double Jeopardy!,AMERICAN AUTHORS,$400 ,Her home Orchard House was the model for whre the March family lived in her most famous novel,Louisa May Alcott,people,AMERICAN AUTHORS Her home Orchard House was the model for whre the March family lived in her most famous novel Louisa May Alcott,american authors home orchard house model whre march family lived famous novel louisa may alcott
328,5690,5/8/2009,Double Jeopardy!,ALBUMS THAT ROCK,$400 ,"""""""X&Y"""""," """"Parachutes""""""",Coldplay,music,music
329,5690,5/8/2009,Double Jeopardy!,ANATOMY,$400 ,This cord that connects a fetus to the placenta contains 2 arteries & 1 vein,the umbillical cord,science,ANATOMY This cord that connects a fetus to the placenta contains 2 arteries & 1 vein the umbillical cord,anatomy cord connects fetus placenta contains 2 arteries & 1 vein umbillical cord
330,5690,5/8/2009,Double Jeopardy!,MATHEM-ATTACK!,$400 ,"""Che Guevara probably knew the political-sounding term for the root symbol seen <a href=""""http://www.j-archive.com/media/2009-05-08_DJ_26.jpg"""" target=""""_blank"""">here</a>""",radical,language,"""MATHEM-ATTACK! Che Guevara probably knew the political-sounding term for the root symbol seen <a href=""""http://www.j-archive.com/media/2009-05-08_DJ_26.jpg"""" target=""""_blank"""">here</a> radical""","""mathem-attack! che guevara probably knew political-sounding term root symbol seen <a href=""""http://www.j-archive.com/media/2009-05-08_dj_26.jpg"""" target=""""_blank"""">here</a> radical"""
331,5690,5/8/2009,Double Jeopardy!,NAME THE DECADE,$400 ,The World Wide Web gets its first page,the 1990s,history,NAME THE DECADE The World Wide Web gets its first page the 1990s,name decade world wide web gets first page 1990s
332,5690,5/8/2009,Double Jeopardy!,WORD ORIGINS,$400 ,"""This adjective meaning deceptive or sneaky is from the Latin de via, meaning """"out of the way""""""",devious,language,"""WORD ORIGINS This adjective meaning deceptive or sneaky is from the Latin de via, meaning """"out of the way"""" devious""","""word origins adjective meaning deceptive sneaky latin de via, meaning """"out way"""" devious"""
333,5690,5/8/2009,Double Jeopardy!,AMERICAN AUTHORS,$800 ,"""During the War Of 1812, this """"Rip Van Winkle"""" author wrote biographies of Naval commanders""",Washington Irving,literature,"""AMERICAN AUTHORS During the War Of 1812, this """"Rip Van Winkle"""" author wrote biographies of Naval commanders Washington Irving""","""american authors war 1812, """"rip van winkle"""" author wrote biographies naval commanders washington irving"""
334,5690,5/8/2009,Double Jeopardy!,ALBUMS THAT ROCK,$800 ,"""""""American Idiot"""""," """"Dookie""""""",Green Day,music,music
335,5690,5/8/2009,Double Jeopardy!,ANATOMY,$800 ,"The human body has 3 types of these: skeletal, smooth & cardiac, a combination of skeletal & smooth",muscles,science,"ANATOMY The human body has 3 types of these: skeletal, smooth & cardiac, a combination of skeletal & smooth muscles","anatomy human body 3 types these: skeletal, smooth & cardiac, combination skeletal & smooth muscles"
336,5690,5/8/2009,Double Jeopardy!,MATHEM-ATTACK!,$800 ,You should answer this one automatically: It's the property that says a = a,reflexive,math,MATHEM-ATTACK! You should answer this one automatically: It's the property that says a = a reflexive,mathem-attack! answer one automatically: property says = reflexive
337,5690,5/8/2009,Double Jeopardy!,NAME THE DECADE,$800 ,The first controlled nuclear chain reaction,the 1940s,history,NAME THE DECADE The first controlled nuclear chain reaction the 1940s,name decade first controlled nuclear chain reaction 1940s
338,5690,5/8/2009,Double Jeopardy!,WORD ORIGINS,$800 ,"""This New York island's name may come from the Algonquian word for """"island""""""",Manhattan,geography,"""WORD ORIGINS This New York island's name may come from the Algonquian word for """"island"""" Manhattan""","""word origins new york island's name may come algonquian word """"island"""" manhattan"""
339,5690,5/8/2009,Double Jeopardy!,AMERICAN AUTHORS,"$1,200 ","Susan & Benjamin Cheever, children of this short story master, are both authors as well",John Cheever,people,"AMERICAN AUTHORS Susan & Benjamin Cheever, children of this short story master, are both authors as well John Cheever","american authors susan & benjamin cheever, children short story master, authors well john cheever"
340,5690,5/8/2009,Double Jeopardy!,ALBUMS THAT ROCK,"$1,200 ","""""""Master of Puppets"""""," """"Death Magnetic""""""",Metallica,music,music
341,5690,5/8/2009,Double Jeopardy!,ANATOMY,"$1,200 ",The talus fits between the ends of these 2 bones forming the ankle joint,the tibia & fibula,science,ANATOMY The talus fits between the ends of these 2 bones forming the ankle joint the tibia & fibula,anatomy talus fits ends 2 bones forming ankle joint tibia & fibula
342,5690,5/8/2009,Double Jeopardy!,MATHEM-ATTACK!,"$1,200 ","""(<a href=""""http://www.j-archive.com/media/2009-05-08_DJ_28.jpg"""" target=""""_blank"""">Kelly of the Clue Crew shows an array of numbers enclosed in brackets on the monitor.</a>) A set of numbers in rows and columns can be used in many ways--for example"," to encrypt a code or create 3-D computer graphics; the set shares this name with a 1999 film""",a matrix,language,language
343,5690,5/8/2009,Double Jeopardy!,NAME THE DECADE,"$1,200 ","""Khruschev's """"Secret Speech"""" denounces Stalin""",the 1950s,history,"""NAME THE DECADE Khruschev's """"Secret Speech"""" denounces Stalin the 1950s""","""name decade khruschev's """"secret speech"""" denounces stalin 1950s"""
344,5690,5/8/2009,Double Jeopardy!,WORD ORIGINS,"$4,800 ","""This compass direction may come from the Proto-Germanic for """"to the left of the rising sun""""""",north,language,"""WORD ORIGINS This compass direction may come from the Proto-Germanic for """"to the left of the rising sun"""" north""","""word origins compass direction may come proto-germanic """"to left rising sun"""" north"""
345,5690,5/8/2009,Double Jeopardy!,AMERICAN AUTHORS,"$1,600 ","""He stood 5'3"""" & was the subject of movies that came out in 2005 & 2006""",(Truman) Capote,people,"""AMERICAN AUTHORS He stood 5'3"""" & was the subject of movies that came out in 2005 & 2006 (Truman) Capote""","""american authors stood 5'3"""" & subject movies came 2005 & 2006 (truman) capote"""
346,5690,5/8/2009,Double Jeopardy!,ALBUMS THAT ROCK,"$1,600 ","""""""In Your Honor"""""," """"The Color and the Shape""""""",Foo Fighters,music,music
347,5690,5/8/2009,Double Jeopardy!,ANATOMY,"$1,600 ","Humans have 33 vertebrae, 7 of them cervical, meaning they are in this part of the body",your neck,science,"ANATOMY Humans have 33 vertebrae, 7 of them cervical, meaning they are in this part of the body your neck","anatomy humans 33 vertebrae, 7 cervical, meaning part body neck"
348,5690,5/8/2009,Double Jeopardy!,MATHEM-ATTACK!,"$1,600 ",The symbol <i>i</i> is used to represent the imaginary square root of this number,-1,science,MATHEM-ATTACK! The symbol <i>i</i> is used to represent the imaginary square root of this number -1,mathem-attack! symbol <i>i</i> used represent imaginary square root number -1
349,5690,5/8/2009,Double Jeopardy!,NAME THE DECADE,"$1,800 ","George Orwell, 34 years dead, hits the bestseller list",the 1980s,history,"NAME THE DECADE George Orwell, 34 years dead, hits the bestseller list the 1980s","name decade george orwell, 34 years dead, hits bestseller list 1980s"
350,5690,5/8/2009,Double Jeopardy!,WORD ORIGINS,"$1,600 ","""From the Latin for """"much writing"""""," it's another name for a lie detector test""",a polygraph,language,language
351,5690,5/8/2009,Double Jeopardy!,AMERICAN AUTHORS,"$2,000 ","""He reviewed films & TV for the New Republic before his first book, """"Goodbye"," Columbus"""""," was published in 1959""",Philip Roth,philip roth
352,5690,5/8/2009,Double Jeopardy!,ALBUMS THAT ROCK,"$2,000 ","""""""Beggars Banquet"""""," """"Steel Wheels""""""",the Rolling Stones,music,music
353,5690,5/8/2009,Double Jeopardy!,ANATOMY,"$2,000 ",The pons connects the 2 hemispheres of this part of the brain that regulates balance,the cerebellum,science,ANATOMY The pons connects the 2 hemispheres of this part of the brain that regulates balance the cerebellum,anatomy pons connects 2 hemispheres part brain regulates balance cerebellum
354,5690,5/8/2009,Double Jeopardy!,MATHEM-ATTACK!,"$2,000 ","""(<a href=""""http://www.j-archive.com/media/2009-05-08_DJ_30.jpg"""" target=""""_blank"""">Jimmy of the Clue Crew shows a geometric diagram on the monitor.</a>) Half the base times the height gives the area of a triangle; for a <a href=""""http://www.j-archive.com/media/2009-05-08_DJ_30a.jpg"""" target=""""_blank"""">cylinder</a>"," the area of the base times the height gives this measurement""",volume,science,science
355,5690,5/8/2009,Double Jeopardy!,NAME THE DECADE,"$2,000 ",Man first reaches the South Pole,the 1910s,history,NAME THE DECADE Man first reaches the South Pole the 1910s,name decade man first reaches south pole 1910s
356,5690,5/8/2009,Double Jeopardy!,WORD ORIGINS,"$2,000 ","""A type of ear implant to help the deaf, it's from the Greek for """"snail""""""",cochlear,science,"""WORD ORIGINS A type of ear implant to help the deaf, it's from the Greek for """"snail"""" cochlear""","""word origins type ear implant help deaf, greek """"snail"""" cochlear"""
357,5690,5/8/2009,Final Jeopardy!,EUROPEAN HISTORY,None,"""He filed for divorce citing Leviticus 20:21, """"If a man shall take his brother's wife"," it is an unclean thing""""""",Henry VIII,people,people
358,2825,12/6/1996,Jeopardy!,AMERICAN EXPLORERS,$100 ,Edward Beale brought news of this 1848 discovery in California to the east coast,gold,science,AMERICAN EXPLORERS Edward Beale brought news of this 1848 discovery in California to the east coast gold,american explorers edward beale brought news 1848 discovery california east coast gold
359,2825,12/6/1996,Jeopardy!,MEASURING DEVICES,$100 ,The amount of this in a solution can be measured by a saccharometer,sugar,science,MEASURING DEVICES The amount of this in a solution can be measured by a saccharometer sugar,measuring devices amount solution measured saccharometer sugar
360,2825,12/6/1996,Jeopardy!,MYTHOLOGY,$100 ,Daedalus used this substance to fasten the wings to his back,wax,science,MYTHOLOGY Daedalus used this substance to fasten the wings to his back wax,mythology daedalus used substance fasten wings back wax
361,2825,12/6/1996,Jeopardy!,TELEVISION,$100 ,"""This Sunday night series is subtitled """"The New Adventures of Superman""""""",Lois & Clark,entertainment,"""TELEVISION This Sunday night series is subtitled """"The New Adventures of Superman"""" Lois & Clark""","""television sunday night series subtitled """"the new adventures superman"""" lois & clark"""
362,2825,12/6/1996,Jeopardy!,ANNUAL EVENTS,$100 ,This state's Days of '47 Festival honors the day Brigham Young reached the Salt Lake Valley in 1847,Utah,geography,ANNUAL EVENTS This state's Days of '47 Festival honors the day Brigham Young reached the Salt Lake Valley in 1847 Utah,annual events state's days '47 festival honors day brigham young reached salt lake valley 1847 utah
363,2825,12/6/1996,Jeopardy!,HOMOPHONIC PAIRS,$100 ,A complete donut center,whole hole,consumables,HOMOPHONIC PAIRS A complete donut center whole hole,homophonic pairs complete donut center whole hole
364,2825,12/6/1996,Jeopardy!,AMERICAN EXPLORERS,$200 ,"Stephen Long & Zebulon Pike have peaks named for them in this state, an area they said was uninhabitable",Colorado,geography,"AMERICAN EXPLORERS Stephen Long & Zebulon Pike have peaks named for them in this state, an area they said was uninhabitable Colorado","american explorers stephen long & zebulon pike peaks named state, area said uninhabitable colorado"
365,2825,12/6/1996,Jeopardy!,MEASURING DEVICES,$200 ,The energy from this is measured by a pyrheliometer,the Sun,science,MEASURING DEVICES The energy from this is measured by a pyrheliometer the Sun,measuring devices energy measured pyrheliometer sun
